appid,name,release_date,developer,publisher,free_to_play,virtual_reality_support,controller_support,steam_workshop,singleplayer,multiplayer,is_open_world,is_rogue_like,is_metroidvania,is_visual_novel,has_great_soundtrack,is_shooter,is_rpg,has_female_protagonist,is_sports,windows_support,mac_support,linux_support,required_age,categories,genres,steamspy_tags,achievements,general_rating,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews
290080,Life is Feudal: Your Own,2015-11-17,Bitbox Ltd.,Bitbox Ltd.,FALSE,FALSE,No,FALSE,FALSE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Stats,Action;Indie;RPG;Simulation,Open World;Medieval;Survival,150,Mostly Positive,6167,3395,3497,3837,200k to 500k,15.49,9562
249130,LEGO® Marvel™ Super Heroes,2013-11-15,Traveller's Tales,Warner Bros. Interactive Entertainment;Feral Interactive (Mac),FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,LEGO;Open World;Superhero,45,Positive,8797,691,4034,3514,500k to 1M,14.99,9488
12220,Grand Theft Auto: Episodes from Liberty City,2010-04-12,Rockstar North / Toronto,Rockstar Games,FALSE,FALSE,No,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Multi-player,Action,Open World;Action;Multiplayer,0,Mostly Positive,6401,2345,508,112,2M to 5M,14.99,8746
529180,Dark and Light,2017-07-20,Snail Games USA,Snail Games USA,FALSE,FALSE,No,TRUE,TRUE,Local + Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Steam Workshop,Action;Adventure;Massively Multiplayer;RPG;Simulation;Early Access,Early Access;Open World;Survival,29,Mixed,4610,3949,1062,536,200k to 500k,13.99,8559
316390,sZone-Online,2015-12-29,Cybertime System,Cybertime System,TRUE,FALSE,No,FALSE,FALSE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Online Multi-Player;MMO;Co-op;Steam Trading Cards,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;Survival;Open World,0,Mostly Negative,3205,4886,39,27,2M to 5M,0,8091
646910,The Crew™ 2,2018-06-28,Ivory Tower,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Racing,Racing;Open World;Driving,34,Mixed,4030,3916,2029,1685,200k to 500k,49.99,7946
115320,Prototype 2,2012-07-26,Radical Entertainment,Activision,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Open World;Gore,43,Mostly Positive,5411,2244,698,953,500k to 1M,19.99,7655
351290,SURVIVAL,2015-04-16,TB Games,TB Games,FALSE,FALSE,No,FALSE,FALSE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Steam Achievements,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Survival;Open World,8,Mixed,3931,3694,46,46,100k to 200k,5.79,7625
48190,Assassin’s Creed® Brotherhood,2011-03-17,Ubisoft Montreal,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World,0,Positive,6676,929,600,471,500k to 1M,12.49,7605
519190,Next Day: Survival,2018-05-21,SOFF Games,Last Level,FALSE,FALSE,No,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements,Action;Indie;RPG,Survival;Open World;Multiplayer,39,Mostly Positive,4854,2493,280,251,200k to 500k,8.99,7347
48720,Mount & Blade: With Fire & Sword,2011-05-03,TaleWorlds Entertainment,TaleWorlds Entertainment,FALSE,FALSE,No,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Steam Achievements,Action;RPG,RPG;Open World;Action,21,Positive,6236,1055,723,713,1M to 2M,7.99,7291
301910,Saints Row: Gat out of Hell,2015-01-22,Deep Silver Volition;High Voltage Software,Deep Silver,FALSE,FALSE,Full,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;Open World;Comedy,45,Mostly Positive,5203,1843,180,161,500k to 1M,10.99,7046
19900,Far Cry® 2: Fortune's Edition,2008-10-22,Ubisoft Montreal,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player,Action,Open World;FPS;Action,0,Positive,5292,1739,257,229,1M to 2M,8.59,7031
201870,Assassin's Creed® Revelations,2011-11-30,Ubisoft Montreal,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,Single-player;Multi-player,Action;Adventure,Action;Open World;Parkour,0,Positive,5912,1055,1153,1306,500k to 1M,12.49,6967
15100,Assassin's Creed™: Director's Cut Edition,2008-04-09,Ubisoft Montreal,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World,0,Positive,5743,1162,360,476,500k to 1M,8.59,6905
361800,Tree of Life,2017-08-17,oddonegames,oddonegames,FALSE,FALSE,No,FALSE,FALSE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op,Indie;Massively Multiplayer;RPG,Survival;Sandbox;Open World,0,Mostly Positive,4433,2203,4866,4866,100k to 200k,14.99,6636
332500,GRAV,2015-01-08,"BitMonster, Inc.","BitMonster, Inc.",FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure;Indie;RPG;Early Access,Early Access;Survival;Open World,0,Mixed,3484,3010,509,853,500k to 1M,14.99,6494
20510,S.T.A.L.K.E.R.: Clear Sky,2008-09-15,GSC Game World,GSC World Publishing,FALSE,FALSE,No,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player,Action;RPG,Open World;Atmospheric;Post-apocalyptic,0,Positive,5550,903,716,779,500k to 1M,7.99,6453
730310,DYNASTY WARRIORS 9 真・三國無双８,2018-02-13,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",FALSE,FALSE,Full,FALSE,TRUE,Local + Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Open World;Hack and Slash,44,Negative,1487,4620,188,193,1M to 2M,0,6107
290300,Rebel Galaxy,2015-10-20,Double Damage Games,Double Damage Games,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG;Simulation,Space;Sci-fi;Open World,37,Positive,5100,881,618,912,500k to 1M,14.99,5981
517630,Just Cause 4,2018-12-04,Avalanche Studios,Square Enix,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Open World;Destruction,52,Mostly Negative,2075,3780,1337,2634,100k to 200k,44.99,5855
307880,Savage Lands,2015-03-05,Last Bastion Studios LLC,Last Bastion Studios LLC,FALSE,FALSE,No,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;Survival;Open World,20,Mostly Positive,3196,2613,234,436,200k to 500k,7.19,5809
285920,TerraTech,2018-08-10,Payload Studios,Payload Studios,FALSE,FALSE,No,TRUE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support,Action;Indie,Building;Open World;Sandbox,15,Positive,4769,1022,3140,5442,200k to 500k,19.99,5791
237870,Planet Explorers,2016-11-08,Pathea Games,Pathea Games,FALSE,FALSE,No,TRUE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Partial Controller Support,Action;Adventure;Indie;RPG;Simulation,Sandbox;Open World;Survival,16,Mostly Positive,3847,1729,545,765,200k to 500k,7.19,5576
12100,Grand Theft Auto III,2008-01-04,Rockstar Games,Rockstar Games,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Partial Controller Support,Action,Open World;Action;Classic,0,Positive,4718,750,98,63,1M to 2M,5.99,5468
368070,Sniper Ghost Warrior 3,2017-04-24,CI Games,CI Games,FALSE,FALSE,No,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,Violent;Action,Sniper;Action;Open World,48,Mixed,2973,2465,1800,1800,200k to 500k,23.79,5438
311560,Assassin’s Creed® Rogue,2015-03-09,Ubisoft Sofia;Ubisoft Kiev,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Partial Controller Support,Action;Adventure,Open World;Assassin;Action,0,Positive,4303,992,1240,1383,200k to 500k,16.99,5295
311310,Naval Action,2016-01-21,Game-Labs,Game-Labs,FALSE,FALSE,No,FALSE,FALSE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Online Multi-Player;MMO;Online Co-op,Action;Adventure;Indie;Massively Multiplayer;Simulation;Strategy;Early Access,Early Access;Naval;Open World,0,Mostly Positive,3117,2029,1536,1536,100k to 200k,29.99,5146
329430,State of Decay: YOSE,2015-04-27,Undead Labs,Microsoft Studios,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;RPG;Simulation,Zombies;Survival;Open World,72,Positive,3894,1224,676,944,200k to 500k,22.99,5118
7520,Two Worlds II HD,2011-02-03,Reality Pump Studios,"Topware Interactive, ACE",FALSE,FALSE,Full,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Nudity;Violent;RPG,RPG;Open World;Fantasy,61,Mostly Positive,3054,2051,327,403,500k to 1M,14.99,5105
383150,Dead Island Definitive Edition,2016-05-31,Techland,Deep Silver,FALSE,FALSE,Full,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,Action,Zombies;Open World;Multiplayer,57,Mostly Positive,3513,1415,1725,533,200k to 500k,11.99,4928
10150,Prototype™,2009-06-12,Radical Entertainment,Activision,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,Action;Adventure,Action;Open World;Adventure,0,Positive,3702,904,645,1001,500k to 1M,14.99,4606
848450,Subnautica: Below Zero,2019-01-30,Unknown Worlds Entertainment,Unknown Worlds Entertainment,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,Single-player;Partial Controller Support,Adventure;Indie;Early Access,Early Access;Survival;Open World,0,Positive,4097,471,229,289,200k to 500k,15.49,4568
320240,We Happy Few,2018-08-10,Compulsion Games,Gearbox Publishing,FALSE,FALSE,Full,TRUE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Action;Adventure;Indie,Open World;Survival;Psychological Horror,50,Mostly Positive,3130,1333,308,308,100k to 200k,44.99,4463
40300,Risen,2009-10-02,Piranha Bytes,Deep Silver,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Trading Cards,RPG,RPG;Open World;Gothic,0,Positive,3848,585,994,650,500k to 1M,7.99,4433
486310,Meadow,2016-10-26,Might and Delight,Might and Delight,FALSE,FALSE,No,FALSE,FALSE,Online only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Indie;Massively Multiplayer,Cute;Open World;Massively Multiplayer,83,Positive,3819,470,227,277,200k to 500k,3.99,4289
39510,Gothic II: Gold Edition,2010-01-13,Piranha Bytes,THQ Nordic,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,Action;RPG,RPG;Classic;Open World,0,Positive,3809,475,102,132,200k to 500k,8.99,4284
323320,Grow Home,2015-02-04,"Reflections, a Ubisoft Studio",Ubisoft,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Open World;Adventure;Singleplayer,26,Positive,3855,382,142,162,200k to 500k,6.69,4237
593600,PixARK,2018-03-27,Snail Games USA,Snail Games USA,FALSE,FALSE,No,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Online Co-op,Action;Adventure;Casual;Massively Multiplayer;RPG;Strategy;Early Access,Early Access;Survival;Open World,35,Mostly Positive,2507,1539,220,258,200k to 500k,19.49,4046
65540,Gothic 1,2001-03-15,Piranha Bytes,THQ Nordic,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,Action;RPG,RPG;Open World;Atmospheric,0,Positive,3396,523,409,412,200k to 500k,0,3919
939960,Far Cry® New Dawn,2019-02-15,Ubisoft Montreal;Ubisoft Kiev;Ubisoft Shanghai,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Online Co-op;Partial Controller Support,Action;Adventure,Open World;Action;FPS,0,Mostly Positive,2755,1161,1597,1827,100k to 200k,37.99,3916
249230,Risen 3 - Titan Lords,2014-08-13,Piranha Bytes,Deep Silver,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,16,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,RPG,RPG;Open World;Gothic,50,Mostly Positive,2756,1144,412,589,500k to 1M,10.99,3900
40390,Risen 2: Dark Waters,2012-04-26,Piranha Bytes,Deep Silver,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,RPG,RPG;Pirates;Open World,49,Positive,2987,891,1278,1257,1M to 2M,7.99,3878
611660,Fallout 4 VR,2017-12-11,Bethesda Game Studios,Bethesda Softworks,FALSE,TRUE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;VR Support;SteamVR Collectibles,Violent;RPG,VR;Open World;Post-apocalyptic,50,Mostly Positive,2647,1162,161,216,100k to 200k,39.99,3809
404410,Endless Sky,2015-10-30,Michael Zahniser,Michael Zahniser,TRUE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player,Action;Adventure;Free to Play;RPG;Simulation,Space;Free to Play;Open World,0,Positive,3420,366,33,50,500k to 1M,0,3786
322780,Worlds Adrift,2017-05-24,Bossa Studios,Bossa Studios,FALSE,FALSE,No,FALSE,FALSE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Includes level editor,Action;Adventure;Indie;Massively Multiplayer;Early Access,Early Access;Open World;Massively Multiplayer,0,Mostly Positive,2621,1096,592,592,100k to 200k,19.49,3717
1930,Two Worlds Epic Edition,2009-04-30,Reality Pump Studios,Topware Interactive,FALSE,FALSE,No,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,RPG,RPG;Open World;Fantasy,0,Mostly Positive,2656,1055,484,422,1M to 2M,6.99,3711
39500,Gothic® 3,2009-12-02,Piranha Bytes,THQ Nordic,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,Action;RPG,RPG;Open World;Fantasy,0,Positive,2962,728,1401,1652,500k to 1M,8.99,3690
45740,Dead Rising® 2,2010-09-27,Capcom Vancouver,Capcom,FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Zombies;Action;Open World,50,Mostly Positive,2713,934,1108,993,500k to 1M,14.99,3647
