appid,name,release_date,developer,publisher,free_to_play,virtual_reality_support,controller_support,steam_workshop,singleplayer,multiplayer,is_open_world,is_rogue_like,is_metroidvania,is_visual_novel,has_great_soundtrack,is_shooter,is_rpg,has_female_protagonist,is_sports,windows_support,mac_support,linux_support,required_age,categories,genres,steamspy_tags,achievements,general_rating,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews
344040,Voxelized,2017-04-05,Lord Kres,Lord Kres,FALSE,FALSE,No,FALSE,TRUE,Local only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Early Access,Early Access;Casual;Open World,1,Negative,1171,2461,191,187,200k to 500k,2.79,3632
794260,Outward,2019-03-26,Nine Dots Studio,Deep Silver,FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,RPG,RPG;Open World;Survival,44,Mostly Positive,2647,978,1373,2315,100k to 200k,34.99,3625
487120,Citadel: Forged with Fire,2017-07-26,Blue Isle Studios;Virtual Basement LLC,Blue Isle Studios,FALSE,FALSE,No,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;MMO;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;Massively Multiplayer;RPG;Early Access,Early Access;Open World;RPG,50,Mostly Positive,2248,1333,962,962,100k to 200k,19.49,3581
286340,FarSky,2014-04-25,Farsky Interactive,Farsky Interactive,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player,Adventure;Indie,Survival;Open World;Underwater,0,Mostly Positive,2571,1008,180,206,100k to 200k,3.99,3579
22100,Mount & Blade,2008-11-03,TaleWorlds Entertainment,TaleWorlds Entertainment,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Trading Cards;Includes level editor,Indie;RPG,RPG;Medieval;Open World,0,Positive,3205,291,415,597,1M to 2M,7.99,3496
17430,Need for Speed Undercover,2008-12-19,EA Black Box,Electronic Arts,FALSE,FALSE,No,FALSE,TRUE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Partial Controller Support,Action;Racing,Racing;Open World;Multiplayer,0,Mostly Positive,2351,1081,916,1046,200k to 500k,9.99,3432
815370,Green Hell,2018-08-29,Creepy Jar,Creepy Jar,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,Indie;Simulation;Early Access,Early Access;Survival;Open World,0,Positive,2767,516,663,1213,100k to 200k,15.49,3283
914620,Mist Survival,2018-08-14,Rati Wattanakornprasit,Rati Wattanakornprasit,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,Action;Adventure;Indie;Simulation;Early Access,Early Access;Survival;Open World,0,Positive,2673,557,3925,7837,100k to 200k,8.29,3230
324080,Rising World,2014-12-03,JIW-Games,JIW-Games,FALSE,FALSE,No,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Survival;Open World,0,Positive,2557,605,0,0,100k to 200k,10.99,3162
275100,Shelter 2,2015-03-09,Might and Delight,Might and Delight,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Survival;Open World;Adventure,26,Positive,2616,540,157,169,200k to 500k,10.99,3156
304530,Agents of Mayhem,2017-08-15,Deep Silver Volition,Deep Silver,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Sexual Content;Violent;Action,Action;Open World;Third Person,49,Mostly Positive,1808,1264,863,1471,100k to 200k,26.99,3072
704270,Generation Zero,2019-03-26,Avalanche Publishing,Avalanche Publishing,FALSE,FALSE,No,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure,Open World;Survival;Adventure,50,Mostly Negative,1377,1673,187,234,50k to 100k,29.99,3050
3920,Sid Meier's Pirates!,2005-07-11,Firaxis Games,2K,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,RPG,Pirates;Open World;RPG,0,Positive,2641,193,296,436,500k to 1M,5.99,2834
543460,Dead Rising 4,2017-03-14,"Capcom Game Studio Vancouver, Inc.",Capcom,FALSE,FALSE,Full,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Zombies;Action;Open World,104,Mostly Negative,1320,1512,340,526,100k to 200k,19.99,2832
611670,The Elder Scrolls V: Skyrim VR,2018-04-02,Bethesda Game Studios,Bethesda Softworks,FALSE,TRUE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Steam Achievements;Full controller support;VR Support;SteamVR Collectibles;Steam Cloud,RPG,RPG;Open World;Singleplayer,75,Positive,2352,457,140,176,100k to 200k,39.99,2809
847370,Sunset Overdrive,2018-11-16,Insomniac Games;Blind Squirrel Games,Microsoft Studios,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure;Open World,80,Positive,2421,274,300,300,50k to 100k,14.99,2695
287920,Mortal Online,2015-08-31,Star Vault AB,Star Vault AB,TRUE,FALSE,No,FALSE,FALSE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,MMO;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Turn Notifications,Action;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Open World;Massively Multiplayer,49,Mixed,1362,1326,106,118,500k to 1M,0,2688
6880,Just Cause,2007-03-15,Avalanche Studios,Square Enix,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,Single-player,Action,Action;Open World;Shooter,0,Mostly Positive,1732,846,20,25,1M to 2M,4.99,2578
382310,Eco,2018-02-06,Strange Loop Games,Strange Loop Games,FALSE,FALSE,No,FALSE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Indie;Simulation;Early Access,Early Access;Survival;Open World,0,Mostly Positive,1875,639,2197,2582,100k to 200k,23.79,2514
419480,Starpoint Gemini Warlords,2017-05-23,Little Green Men Games,Iceberg Interactive,FALSE,FALSE,Full,TRUE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;RPG;Simulation;Strategy,Space;Open World;Action,54,Mostly Positive,1830,628,0,0,100k to 200k,26.99,2458
219780,Divinity II: Developer's Cut,2012-10-29,Larian Studios,Larian Studios;Focus Home Interactive,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,RPG,RPG;Fantasy;Open World,0,Positive,2001,441,2511,70,500k to 1M,14.99,2442
327090,Out of Reach,2018-07-13,Space Boat Studios,Space Boat Studios,FALSE,FALSE,No,FALSE,TRUE,Local + Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Valve Anti-Cheat enabled,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation,Survival;Open World;Crafting,44,Mostly Positive,1512,905,868,868,50k to 100k,10.99,2417
292410,Street Racing Syndicate,2014-04-24,Eutechnyx,Funbox Media Ltd,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Racing,Racing;Open World;Driving,0,Positive,1886,420,198,205,500k to 1M,2.09,2306
324310,Bus Simulator 16,2016-03-02,stillalive studios,astragon Entertainment,FALSE,FALSE,No,TRUE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Leaderboards,Simulation,Simulation;Driving;Open World,30,Mostly Positive,1415,889,273,491,100k to 200k,13.49,2304
568570,Force of Nature,2016-12-13,A.Y.std,A.Y.std,FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG;Simulation;Strategy,Crafting;Survival;Open World,18,Mostly Positive,1660,627,1454,1839,100k to 200k,5.79,2287
405310,LEGO® MARVEL's Avengers,2016-01-26,Traveller's Tales;TT Games;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure,LEGO;Open World;Superhero,70,Positive,1898,384,59,59,200k to 500k,24.99,2282
493490,City Car Driving,2016-11-03,"Forward Development, Ltd.","Forward Global Group, Ltd.",FALSE,FALSE,Full,TRUE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Racing;Simulation,Simulation;Driving;Open World,43,Mostly Positive,1606,668,171,198,100k to 200k,20.51,2274
204630,Retro City Rampage™ DX,2014-11-11,"Vblank Entertainment, Inc.","Vblank Entertainment, Inc.",FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Racing,Action;Open World;Retro,20,Positive,2005,243,540,629,200k to 500k,10.99,2248
334040,Down To One,2016-01-07,Gadget Games,Gadget Games,FALSE,FALSE,No,FALSE,FALSE,Multiplayer (Unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Steam Trading Cards;Stats,Action,Action;Survival;Open World,0,Mostly Negative,868,1357,206,253,100k to 200k,0.79,2225
840800,Outlaws of the Old West,2019-03-12,Virtual Basement LLC,Wandering Wizard,FALSE,FALSE,No,FALSE,TRUE,Local + Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Online Co-op,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access,Early Access;Survival;Open World,0,Mostly Positive,1459,742,0,0,50k to 100k,15.49,2201
366220,Wurm Unlimited,2015-10-21,Code Club AB,Plug In Digital,FALSE,FALSE,No,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards,Adventure;Indie;RPG,Open World;RPG;Sandbox,0,Mostly Positive,1498,652,2018,2283,200k to 500k,22.49,2150
318220,Enforcer: Police Crime Action,2014-10-24,Odin Game Studio,Excalibur Publishing,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,18,Single-player;Steam Trading Cards,Action;Adventure;Simulation,Simulation;Action;Open World,0,Mostly Negative,1028,1119,150,150,100k to 200k,14.99,2147
580200,Yonder: The Cloud Catcher Chronicles,2017-07-17,Prideful Sloth,Prideful Sloth,FALSE,FALSE,Full,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie,Open World;Adventure;Exploration,38,Positive,1671,373,0,0,100k to 200k,18.99,2044
441790,Fragmented,2017-08-15,Above and Beyond Technologies,Above and Beyond Technologies,FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,Action;Indie;RPG,Survival;Multiplayer;Open World,45,Mostly Negative,806,978,148,148,50k to 100k,6.99,1784
45770,Dead Rising 2: Off the Record,2011-10-11,Capcom Vancouver,Capcom,FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Zombies;Open World,50,Positive,1387,376,435,621,200k to 500k,14.99,1763
332570,Amazing Frog?,2014-11-21,Fayju,Fayju,FALSE,FALSE,Full,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Adventure;Indie;Early Access,Early Access;Funny;Open World,0,Positive,1514,242,646,757,200k to 500k,12.39,1756
225640,Sacred 2 Gold,2012-12-21,Ascaron,Deep Silver,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,RPG,RPG;Open World;Hack and Slash,0,Mostly Positive,1177,495,69,100,500k to 1M,10.99,1672
260210,Assassin’s Creed® Liberation HD,2014-01-15,Ubisoft Sofia,Ubisoft,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,Single-player,Action;Adventure,Action;Open World;Female Protagonist,0,Mostly Positive,952,698,934,934,100k to 200k,16.99,1650
324510,Boundless,2018-09-11,Wonderstruck,Square Enix,FALSE,FALSE,Full,FALSE,FALSE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Adventure;Indie;Massively Multiplayer;RPG,Sandbox;Massively Multiplayer;Open World,59,Mostly Positive,1153,486,55204,55204,20k to 50k,32.99,1639
327860,Salt,2018-02-06,Lavaboots Studios,Lavaboots Studios,FALSE,FALSE,No,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;RPG,Open World;Survival;Adventure,29,Positive,1234,340,0,0,50k to 100k,11.39,1574
39690,ArcaniA,2010-10-11,Spellbound Studios,THQ Nordic,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player,RPG,RPG;Open World;Singleplayer,0,Mostly Negative,735,763,398,571,200k to 500k,17.99,1498
280180,Hover,2017-05-31,Midgar Studio;Fusty Game,Dear Villagers,FALSE,FALSE,Full,TRUE,TRUE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;VR Support;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure,Parkour;Open World;Action,10,Positive,1144,272,45,45,50k to 100k,14.99,1416
667720,Red Faction Guerrilla Re-Mars-tered,2018-07-03,Volition;KAIKO,THQ Nordic,FALSE,FALSE,Full,FALSE,TRUE,Online only,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Gore,Destruction;Open World;Sci-fi,57,Positive,1072,318,168,179,100k to 200k,14.99,1390
342980,Destination Sol,2015-02-05,MovingBlocks,MovingBlocks,TRUE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Partial Controller Support;Steam Cloud,Action;Free to Play;Indie;RPG,Free to Play;Space;Open World,0,Positive,1038,264,72,87,200k to 500k,0,1302
547860,Rend,2019-03-29,Frostkeep Studios,Frostkeep Studios,FALSE,FALSE,No,FALSE,FALSE,Online + Co-op,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op,Action;Adventure;Indie;Massively Multiplayer;RPG,Survival;Open World;Adventure,0,Mostly Positive,773,521,72,72,50k to 100k,11.39,1294
285500,Hard Truck Apocalypse / Ex Machina,2014-03-14,Targem Games,Buka Entertainment,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Trading Cards,Action;Racing;RPG,Post-apocalyptic;Atmospheric;Open World,0,Positive,996,251,0,0,50k to 100k,5.59,1247
223330,Sea Dogs: To Each His Own - Pirate Open World RPG,2012-12-01,BlackMark Studio,Akella,FALSE,FALSE,No,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG,Pirates;RPG;Open World,71,Positive,928,288,0,0,20k to 50k,10.99,1216
504050,Planet Nomads,2017-05-25,Craneballs,Craneballs,FALSE,FALSE,No,TRUE,TRUE,No multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure;Indie;Simulation;Early Access,Early Access;Open World;Survival,47,Mostly Positive,833,377,0,0,20k to 50k,14.99,1210
383180,Dead Island: Riptide Definitive Edition,2016-05-31,Techland,Deep Silver,FALSE,FALSE,Full,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,Action,Zombies;Action;Open World,35,Mostly Positive,788,401,184,184,200k to 500k,11.99,1189
